ID,Name,Author,Category,Language
EN-76,Japanese Science,Samuel Coleman,ingliz tilidagi adabiyotlar,ingliz tili
EN-77,SUGAMO DIARY,SASAKAWA RYOICHI,ingliz tilidagi adabiyotlar,ingliz tili
EN-78,Convenience Store Woman,Sayaka Murata,ingliz tilidagi adabiyotlar,ingliz tili
EN-79,Four Practical Revolutions in Management,Shiba & Walden,ingliz tilidagi adabiyotlar,ingliz tili
EN-80,Kokoro,Soseki Natsume,ingliz tilidagi adabiyotlar,ingliz tili
EN-81,Who Moved My Cheese,Spencer Johnson,ingliz tilidagi adabiyotlar,ingliz tili
EN-82,FROM CHINESE CHAN TO JAPANESE ZEN,STEVEN HEINE,ingliz tilidagi adabiyotlar,ingliz tili
EN-83,Japan Remodeled,Steven K.Vogel,ingliz tilidagi adabiyotlar,ingliz tili
EN-84,ANIME,Susan J.Napier,ingliz tilidagi adabiyotlar,ingliz tili
EN-85,The Evolution of a Manufacturing System at Toyota,Takahiro Fujimoto,ingliz tilidagi adabiyotlar,ingliz tili
EN-86,THE PUBLIC SECTOR IN JAPAN,TAKERO DOI,ingliz tilidagi adabiyotlar,ingliz tili
EN-87,The Japanese Economic System and its Historical Origins,Tetsuji Okazaki and Masahiro Okuno-Fujiwara,ingliz tilidagi adabiyotlar,ingliz tili
EN-88,"Native Sources of Japanese Industrialization, 1750-1920",Thomas C.Smith,ingliz tilidagi adabiyotlar,ingliz tili
EN-89,Surrounded by Idiots,Thomas Erikson,ingliz tilidagi adabiyotlar,ingliz tili
EN-90,H O K U S A I,TIMOTHY CLARK,ingliz tilidagi adabiyotlar,ingliz tili
EN-91,CONFIGURATIONS OF FAMILY IN CONTEMPORAARY JAPAN,TOMOKO AOYAMA,ingliz tilidagi adabiyotlar,ingliz tili
EN-92,A Cultural History of Japanese Buddhism,William E.Deal and Brian Ruppert,ingliz tilidagi adabiyotlar,ingliz tili
EN-93,Manufacturing Ideology,William M.Tsutsui,ingliz tilidagi adabiyotlar,ingliz tili
EN-94,My Struggle against Leprosy,Yohei Sasakawa,ingliz tilidagi adabiyotlar,ingliz tili
EN-95,NO MATTER WHERE THE JOURNEY TAKES ME,YOHEI SASAKAWA,ingliz tilidagi adabiyotlar,ingliz tili
EN-96,100,YOSHIO SUGIMOTO,ingliz tilidagi adabiyotlar,ingliz tili
EN-97,Cinematography of Uzbekistan,Firdavs Abdukhalikov,ingliz tilidagi adabiyotlar,ingliz tili
EN-98,The Enchanted castle,Edith Nesbit,ingliz tilidagi adabiyotlar,ingliz tili
EN-99,Bushido,Inazo Nitobe,ingliz tilidagi adabiyotlar,ingliz tili
EN-100,For new managers,Harvard B.R.P,ingliz tilidagi adabiyotlar,ingliz tili
